start_x	start_y	duration
588.2918112618582	522.8543344565801	0.06666666666666667
973.3433469136555	574.2674088478088	0.15
810.6297331589918	638.37806224823	0.21666666666666667
817.3643088340759	642.4506855010986	0.13333333333333333
596.1055946350098	500.8963966369629	0.15
639.9774856567383	601.7343020439148	0.16666666666666666
740.0592858450754	586.6972160339355	0.11666666666666667
759.1154670715332	636.9949007034302	0.1
796.1715725490026	777.4188944271633	0.11666666666666667
658.2762781778971	656.8068623542786	0.15
1204.8178318568637	693.7766708646502	0.11666666666666667
1389.1765594482422	621.1115554662852	0.21666666666666667
982.6432473318918	615.0836747033255	0.11666666666666667
976.8848067063551	610.9705919485826	0.21666666666666667
938.9941787719727	615.3672301769257	0.2
1225.8539036342074	607.8938892909458	0.11666666666666667
1408.3894348144531	461.25757098197937	0.15
510.0810241699219	282.244536280632	0.1
444.95067868913924	650.3040187699454	0.11666666666666667
366.15724050081695	674.9669271249037	0.21666666666666667
409.9490737915039	692.5970578193665	0.15
553.7636947631836	593.3966982364655	0.1
559.8375686009724	512.9843723773956	0.6
581.2455685933431	549.1217994689941	0.3
676.7823689778646	640.791759967804	0.75
563.3677448945887	642.717303388259	0.2833333333333333
687.0569801330566	670.8076858520508	0.25
720.6289880925958	689.5199951258573	0.18333333333333332
