start_x	start_y	duration
1147.5492971083695	499.8661715142867	0.26666666666666666
1069.8103205362956	447.6490330696106	0.15
1066.5353536605835	463.7216167151928	0.13333333333333333
821.3833751678467	535.1195533275604	0.16666666666666666
710.7210445404053	561.79225730896	0.5
1053.9734540666852	587.3884534835815	0.11666666666666667
715.6171607971191	366.49702429771423	0.45
759.1417862387264	446.0236529041739	0.2833333333333333
1573.2863998413086	578.3335697650909	0.3
1010.088584606464	571.4094416911785	0.43333333333333335
1012.3120536804198	952.5687990188599	0.16666666666666666
964.6467490196228	928.7733489274979	0.6666666666666666
959.066970659339	958.502867118172	0.38333333333333336
1054.5404052734375	955.5803232192993	0.25
1042.7881495157876	953.8173222541809	0.3
966.2559471130372	950.8352428844997	0.5833333333333334
963.5403033665249	963.6472719056266	0.11666666666666667
1064.8459548950195	973.5518231391907	0.25
952.2613633197287	981.4721501391867	0.38333333333333336
948.7803736600009	1020.3390006585555	0.18333333333333332
1575.0284322102864	596.4230632781982	0.15
1575.39155960083	595.8163511753082	0.1
1117.9479789733887	885.5663573741913	0.1
978.8186346966288	913.6650264781455	0.38333333333333336
1171.6962569100517	415.3293578113828	0.7
1217.7226491128245	415.8509212155496	0.5166666666666667
1228.4303309999664	407.73940111028736	1.45
1222.982274568998	404.26632670255805	0.65
606.8785946185773	635.3300345860995	0.21666666666666667
1414.798304239909	896.8805265426636	0.15
1357.6491594314575	931.2236675620079	0.13333333333333333
1401.9838285446167	597.2298485040665	0.13333333333333333
952.01251745224	550.4323433339596	0.13333333333333333
960.3916589837327	572.6618046509592	0.31666666666666665
958.6014508334073	585.7044647390192	0.9166666666666666
948.7960879007975	575.4232907295227	0.15
1011.0626012628729	450.5244654958898	0.18333333333333332
1000.0194370045382	398.2859795935014	0.5666666666666667
1274.1776193891253	258.75273048877716	0.23333333333333334
1242.5766677856445	330.3316059708595	0.3333333333333333
1141.315999265577	282.6525034376832	1.0166666666666666
1137.1607081095376	333.9815819263458	0.15
1132.8786420822144	381.3761168718338	0.13333333333333333
1129.8068706805889	298.78490677246685	0.43333333333333335
1142.5822503226145	258.8794480051313	0.35
1141.2458865613821	348.7315347682999	1.3833333333333333
1106.780894657351	352.61817536264095	1.7666666666666666
1112.1350818210176	450.96521615982056	0.45
1129.8960971832275	431.9957770063327	0.8666666666666667
1268.469525850736	356.02713841658374	0.21666666666666667
1233.4514556884765	336.01856446266174	0.4166666666666667
1142.8348274230957	280.5340679883957	0.16666666666666666
1265.053350008451	325.6985493806692	0.21666666666666667
1227.5487899780273	336.117525100708	0.15
1358.611379770132	334.1939888092188	0.43333333333333335
1301.6225051879883	208.0431420462472	0.35
1012.0332703223595	412.2216843641722	0.43333333333333335
1043.5571893056235	459.2501087486744	1.0333333333333334
