Participant,Stimuli,Attention,MW,NumFix,AvgFixDur,NumBlink,AvgBlinkDur,AvgPupDia,VarPupDia,OffStimFram,AvgSacAmp,AvgFixDisp
9T,Brazil_1,1,0,25,248.66666666666669,11,142.42424242424244,3.031689568171425,0.0501187846999275,13,5.739967545422903,0.1996079735518755
9T,France_1,1,0,28,210.11904761904765,11,175.75757575757578,2.938349416433287,0.055762987094808,15,9.771612595665138,0.2279836504982942
9T,London_3,0,1,20,264.1666666666667,11,145.45454545454547,3.302668284220868,0.1762080649655718,4,6.9939963384517725,0.176817151689524
9T,Vietnam_1,0,1,23,216.66666666666669,11,213.63636363636363,3.1791407267252603,0.0745640390753855,13,7.188306754211129,0.1627951715712337
9T,Sweden_4,1,0,23,235.5072463768116,11,186.3636363636364,3.192482988373572,0.1057337965389719,15,8.687893158223579,0.2152347599551151
9T,Sweden_2,1,0,22,237.12121212121207,10,221.66666666666669,3.1058459830128964,0.0645423264842297,11,8.462023927593526,0.2136532620779953
9T,NYC_1,1,0,23,236.95652173913044,9,181.4814814814815,2.912451860381336,0.0906503674346194,17,9.421824168449367,0.2188627323340499
9T,Italy_4,0,1,18,235.1851851851852,13,169.23076923076923,3.0757924618928327,0.0975548236269911,37,7.298618478949597,0.1978045054176405
9T,Russia_1,0,1,26,217.948717948718,10,198.3333333333333,3.043809413909912,0.0606162787626925,10,7.590143049369127,0.1761870556059268
9T,Russia_3,1,0,21,241.2698412698413,13,180.7692307692308,3.071835080609051,0.0504556324430774,14,7.585224167996411,0.1729669558952886
9T,Mexico_3,1,0,18,237.03703703703707,13,175.64102564102566,2.9526596904061817,0.0870667171968013,8,9.87266062640325,0.2250481738431064
9T,Singapore_3,1,0,16,292.70833333333337,12,211.11111111111111,3.306730509347416,0.0685877115320855,7,7.314689212083024,0.1761518964517838
9T,India_3,0,1,21,245.23809523809524,10,160.0,3.5181954040527343,0.0759641161208743,7,8.99402163852438,0.2406033856329567
9T,Singapore_1,0,1,23,218.84057971014497,11,180.3030303030303,3.0762401898701985,0.1097700064689531,1,6.790912990576202,0.2214187034721737
9T,Mexico_1,0,1,13,306.4102564102564,14,210.7142857142857,3.596331801711087,0.1122928176503582,0,6.663012730477107,0.1170041290780535
9T,HongKong_3,0,1,19,150.87719298245617,15,206.66666666666663,3.609442516438012,0.1120952674737605,39,10.671068682573,0.3870349309629874
10H,London_3,0,1,20,391.6666666666667,2,141.66666666666669,3.3016089798052968,0.0581831253071681,9,7.401058844489913,0.2112194933982177
10H,France_3,1,0,22,378.7878787878788,2,133.33333333333334,3.2874552060479987,0.0711398778730157,0,5.7159991729077815,0.1647563107802664
10H,India_1,1,0,23,283.33333333333337,7,142.85714285714286,3.459946022248402,0.0633944503154782,18,7.166763820993388,0.2030980712845032
10H,Vietnam_2,1,0,18,285.1851851851852,5,703.3333333333334,3.11752859504956,0.187953077914457,0,5.797778839044156,0.1805955217813964
10H,NYC_1,0,1,25,270.6666666666667,8,170.83333333333334,3.2157202728034915,0.0784001685287307,0,6.638292477396074,0.2222543826309337
10H,Sweden_4,0,1,26,287.8205128205128,6,172.22222222222226,3.723817222623577,0.1107272446690005,2,5.639451055717529,0.1727921342361079
10H,France_1,0,1,23,357.9710144927536,3,155.55555555555557,3.4056513798007195,0.1292687028358434,0,7.017395329473916,0.159469255565794
10H,Russia_3,0,1,15,551.1111111111112,3,261.11111111111114,3.0631104343407407,0.1064483644276202,0,4.892210305893152,0.0987488619631387
10H,London_1,0,1,17,328.43137254901967,13,180.7692307692308,3.235459043268572,0.2080490345796073,4,8.009354898921117,0.1947314217277894
10H,Singapore_1,0,1,17,455.8823529411765,4,145.83333333333334,3.2927868328263274,0.1387020364589384,20,8.103063258378967,0.2375904751644378
10H,Russia_1,0,1,28,287.50000000000006,1,416.6666666666667,3.410005333941916,0.0573710224799272,0,4.32358040442046,0.15509173468835
10H,HongKong_1,0,1,20,356.6666666666667,3,266.6666666666667,3.6882082692293694,0.0770050434644845,16,6.922990822657499,0.1954766522859821
10H,NYC_4,0,1,17,315.6862745098039,6,408.3333333333333,3.338768589604008,0.1122853331328533,41,6.359908192034796,0.1467082391283318
10H,Singapore_3,0,1,17,438.23529411764713,4,262.5,3.690875878494777,0.0928990737469697,24,9.999922818183512,0.2384957295664168
10H,HongKong_3,0,1,10,206.66666666666669,6,1094.4444444444446,2.9979024505615235,0.3646396418688901,18,5.4682439983806415,0.1151429439452728
10H,Vietnam_1,0,1,22,314.39393939393943,2,916.6666666666669,3.5350798307258247,0.1054623185698966,8,7.125024461121859,0.2067756824059404
10H,Brazil_1,0,1,20,317.5,2,858.3333333333334,3.384813585589009,0.1076828038333288,4,5.598885814784459,0.1776466037231387
10H,Brazil_3,0,1,18,329.6296296296297,5,510.0,3.6700623385255007,0.0769169792920131,26,6.735423288894936,0.2240774902491217
10H,Italy_4,0,1,16,268.75,4,933.3333333333334,3.265239538873573,0.0980513620035663,0,7.9151071917324,0.1742161240328504
10H,Mexico_3,0,1,16,307.2916666666667,5,696.6666666666667,2.878030697504679,0.2207083495934953,24,8.004554972042822,0.1903383949402224
10H,Mexico_1,0,1,15,401.1111111111112,4,495.83333333333337,3.458241588664505,0.098209074165189,56,11.773987647558693,0.2629502112077462
10H,Sweden_2,0,1,17,362.7450980392157,4,650.0,3.5434234412007743,0.1636895691092563,1,5.565353162805421,0.1294587286559225
10H,Italy_1,0,1,18,327.77777777777777,4,770.8333333333334,3.589048270719597,0.106764269832827,2,3.553232317061914,0.1365840729048563
10H,India_3,0,1,21,180.95238095238096,5,696.6666666666667,3.8285286752801193,0.1481361010993059,29,6.709433620244461,0.231179558121783
11S,London_3,1,0,33,261.11111111111114,0,0.0,4.503834718025771,0.0309105769339608,0,4.909244211837124,0.1546708350236198
11S,France_3,1,0,29,299.42528735632186,0,0.0,4.318897712210781,0.1406230456650848,0,5.726366550631269,0.1307676325403917
11S,France_1,1,0,25,336.0,0,0.0,4.261496502420177,0.0217562236076509,0,6.095036340305787,0.1799323741947406
11S,Brazil_1,1,0,31,273.11827956989254,0,0.0,4.318668307970516,0.0186014142204654,0,5.683162341262076,0.2255004706890919
11S,Vietnam_2,1,0,27,267.90123456790127,2,100.0,4.026616693565408,0.1317199151950658,0,6.924209303690858,0.1408956051667943
11S,Russia_3,1,0,29,287.35632183908046,1,150.0,4.071599229715639,0.0801658062247982,0,4.7525007939357975,0.1686938716725323
11S,Brazil_3,1,0,30,245.00000000000003,2,200.0,4.291445605643761,0.1118004936741951,5,8.288585449747279,0.2071197229459171
11S,Mexico_3,0,1,28,275.59523809523813,3,150.00000000000003,4.4016081044371695,0.0339005221557922,0,6.125083777806626,0.1940431189256506
11S,Sweden_4,1,0,21,269.04761904761904,2,983.3333333333334,3.5970120009555613,0.132223331200951,3,8.617224745781446,0.2163390039590378
11S,Singapore_3,1,0,16,508.33333333333337,3,83.33333333333334,4.201268505227977,0.0551223257955376,0,3.6574977064036114,0.108463836973074
11S,London_1,1,0,36,229.62962962962968,2,100.0,4.177506013941846,0.0485881195178038,0,5.898992142150549,0.2038503857989769
11S,India_3,0,1,23,332.60869565217394,3,138.88888888888889,4.832038411743378,0.2166357041607062,2,3.4703060236612484,0.1573535353827067
11S,Sweden_2,0,1,21,201.5873015873016,3,588.8888888888889,3.5736994446560555,0.0649118795513999,0,1.73597383725108,0.0688335620400336
11S,Italy_4,0,1,10,168.33333333333334,0,0.0,3.449638519797437,0.0585277563487639,16,1.9988981045642689,0.0542814649343447
11S,Russia_1,0,1,2,183.3333333333333,2,1250.0,3.560147310144761,0.0578918381264179,0,5.894691827040859,0.0683189752763302
11S,Italy_1,0,1,22,325.00000000000006,3,338.8888888888889,4.896455867392234,0.1462989806717114,9,5.746853457518607,0.1977551786690848
11S,HongKong_3,1,0,14,298.80952380952385,8,381.25,4.307262105153019,0.720450326013383,61,5.875340594241853,0.1835646402154664
11S,India_1,1,0,23,331.15942028985506,1,150.0,4.359437354136322,0.1246466547757486,0,5.979343590889539,0.2380129763190142
11S,NYC_4,1,0,0,0.0,4,91.66666666666669,3.3087630989928964,0.1395913905074916,68,0.0,0.0
11S,NYC_1,1,0,23,384.0579710144928,0,0.0,4.382670110323613,0.063600705049857,0,5.005872164822329,0.1872338653161237
11S,HongKong_1,0,1,32,245.8333333333333,2,116.66666666666669,4.082107754049121,0.0959579835492868,0,6.541906837179381,0.1841570256526638
11S,Mexico_1,1,0,25,284.00000000000006,0,0.0,4.345112897716898,0.3465925928300629,0,5.915813412690667,0.1594091838191546
11S,Singapore_1,1,0,24,368.0555555555556,1,183.3333333333333,5.0242452313823085,0.0888604994142401,0,2.8419206853733665,0.0852757142597188
11S,Vietnam_1,1,0,33,228.2828282828283,0,0.0,4.48275355837044,0.0242498710184497,7,10.712121369237732,0.2793695326771003
12K,France_3,1,0,30,254.44444444444449,1,100.0,4.294648891861198,0.1114690806176506,1,6.828182714309508,0.1716910789155964
12K,NYC_4,0,1,30,218.88888888888889,4,91.66666666666669,4.197361475984815,0.2715328784073649,8,3.211204538096926,0.1004331036090462
12K,London_3,1,0,30,273.8888888888889,0,0.0,3.4008863059972043,0.09313504639333,0,4.307820870597483,0.1947346138805699
12K,HongKong_1,1,0,20,370.83333333333337,3,100.0,4.196010524054983,0.4504161197188682,0,3.3157144927206104,0.0740762378281608
12K,France_1,1,0,37,181.0810810810811,0,0.0,3.897022633939176,0.133843248765238,0,4.714447136355964,0.183990903546189
12K,Brazil_1,0,1,21,191.2698412698413,3,111.11111111111111,3.787035535265516,0.1301746710678231,0,5.426316570166392,0.113698190616188
12K,Brazil_3,0,1,13,274.3589743589744,6,136.11111111111111,4.469993704336661,0.2192222353002595,3,5.113501424878192,0.1439948110140226
12K,Mexico_3,0,1,26,208.974358974359,2,266.6666666666667,3.780183396897874,0.1440432702495239,4,6.50973285593258,0.1490600591981628
12K,India_3,1,0,22,185.60606060606065,2,308.33333333333337,4.1491374866752695,0.0954316378041792,0,4.878584833220754,0.1120733074548996
12K,India_1,0,1,20,169.16666666666669,10,168.33333333333334,4.034458374531006,0.3476692697777703,21,6.171019978725595,0.1864935976011927
12K,Italy_4,0,1,23,294.2028985507246,0,0.0,4.095597084122475,0.1765601344213764,0,3.65920833981143,0.1621230257981841
12K,Vietnam_2,0,1,31,232.7956989247312,1,316.6666666666667,3.625205849205976,0.1702978050124278,0,3.120154662015884,0.1409268735882107
12K,Sweden_4,1,0,11,263.6363636363636,7,421.4285714285714,3.3611431029683727,0.2445415393243419,9,7.152234480485324,0.1681986895367802
12K,Italy_1,0,1,22,278.7878787878788,3,200.0,4.576308877710352,0.1861318976650543,18,4.779821235111213,0.1575822957670118
12K,Russia_3,0,1,17,334.31372549019613,2,891.6666666666667,4.6038702667736615,0.2555576393921326,36,4.579200801393068,0.0990914891714791
12K,Vietnam_1,1,0,19,218.42105263157896,3,672.2222222222223,3.12614185540746,0.0444205314474549,0,6.123582987768638,0.1186371937515033
12K,Mexico_1,0,1,17,234.31372549019608,2,175.0,3.938425137703879,0.1299614814688261,2,5.197699883294351,0.1678130280660006
12K,HongKong_3,0,1,27,239.5061728395061,1,150.0,4.025838138690052,0.2333927659027082,2,4.1856364317844585,0.1068028024333349
12K,Russia_1,0,1,19,215.7894736842105,8,185.41666666666669,3.9063654414943008,0.2657782329624581,52,5.4794274054865095,0.1992313451398118
12K,Singapore_1,1,0,23,206.5217391304348,0,0.0,3.9178304364604335,0.2116646901536275,4,5.732086175612906,0.1777738189732887
12K,Singapore_3,1,0,30,202.7777777777778,1,133.33333333333334,4.358641824283632,0.142171368695649,28,4.395713901109322,0.1579627008873769
12K,Sweden_2,1,0,20,305.83333333333337,2,641.6666666666667,4.0708565924107685,0.3594409957098562,40,5.06531528957527,0.2161447580154722
12K,NYC_1,0,1,9,201.85185185185185,5,736.6666666666667,3.5592619372952368,0.10271246627709,2,6.636721007465399,0.125131363524949
12K,London_1,0,1,29,197.1264367816092,2,100.0,4.102094549195379,0.1246445709500044,13,7.357204811123528,0.2925203717247033
13S,NYC_4,1,0,23,293.47826086956525,9,94.44444444444446,3.53731192905518,0.0753280490479997,2,9.743415747444333,0.1833369163470714
13S,Italy_1,1,0,28,273.8095238095238,5,110.0,3.340885680398823,0.0521185291268263,2,7.033906021090995,0.2008436852555911
13S,India_3,1,0,28,256.5476190476191,4,87.5,3.2280776817481835,0.0188514164692496,1,7.263124183078819,0.2376996323701281
13S,Brazil_3,1,0,29,271.8390804597701,3,127.7777777777778,2.9783339816103416,0.036092812546385,0,8.092050965247704,0.262814402042603
13S,Singapore_3,1,0,26,228.20512820512823,6,94.44444444444446,3.2687829644830377,0.0638339427423895,1,4.9336937030441,0.145790793444997
13S,France_3,1,0,24,279.1666666666667,8,158.33333333333334,3.1543901792296176,0.0495996312157614,0,8.257886707294832,0.182567393662231
13S,London_1,1,0,27,235.1851851851852,6,125.0,2.965471875536573,0.0568578663722829,2,7.814150847984154,0.1945110615850984
13S,Mexico_1,0,1,30,229.44444444444449,7,114.28571428571428,3.358831925825639,0.0335092880836714,5,8.471684920745187,0.2093850379176151
13S,Mexico_3,0,1,26,228.84615384615384,10,208.3333333333333,3.1641492035429355,0.0693545581600552,0,10.233716243118447,0.1965821754104547
13S,Sweden_4,1,0,22,367.4242424242424,5,96.66666666666669,3.159003672245956,0.0276828622844339,0,5.1252498589740005,0.1661820736013952
13S,HongKong_1,1,0,23,242.7536231884058,10,261.6666666666667,3.5708794917456164,0.0906668986640037,0,8.064684764558343,0.1741992425551273
13S,Vietnam_1,0,1,32,228.6458333333333,6,119.44444444444446,3.385059713459701,0.0561265724805285,0,7.853557262746771,0.2838704126312296
13S,Singapore_1,1,0,23,333.33333333333337,5,150.0,3.3871045793805803,0.0903601197711391,4,6.726172318952259,0.22981903791057
13S,Sweden_2,0,1,26,274.3589743589744,5,170.00000000000003,3.169412725112017,0.0643887366101613,3,9.264094096218525,0.2339566572323929
13S,Brazil_1,0,1,25,308.6666666666667,5,140.0,3.187572897015611,0.0652785001344381,2,7.71116250748353,0.1892558251216234
13S,Russia_1,0,1,20,300.83333333333337,6,438.8888888888889,3.234454193805677,0.0602342778534023,2,7.413332023931671,0.19746826589147
13S,India_1,0,1,34,233.3333333333333,2,141.66666666666669,3.496475193372868,0.0421993112707968,7,7.188614870657688,0.2667730830023389
13S,Vietnam_2,0,1,31,253.76344086021507,4,125.0,3.425168594712686,0.0954419657840585,0,8.189758505910463,0.2489203853785405
13S,NYC_1,0,1,25,246.66666666666669,4,495.83333333333337,2.9757476548563853,0.0480662942674967,5,8.558177495734927,0.1793224266252021
13S,London_3,0,1,27,289.5061728395062,4,95.83333333333334,3.279601135792136,0.0606496647599095,4,7.432840669035002,0.2162571887969132
13S,Italy_4,1,0,25,247.33333333333337,7,259.5238095238095,3.4325927111567283,0.0596646533061945,1,6.432027416514873,0.1177377882227564
13S,Russia_3,0,1,24,286.11111111111114,4,362.5,3.3449896501983583,0.0981913937639671,0,5.101580891973107,0.1177968612855971
13S,France_1,0,1,27,320.3703703703704,1,83.33333333333334,3.225415628898044,0.0368363344934121,8,6.3042304536829885,0.2941362872758415
13S,HongKong_3,0,1,28,239.2857142857143,4,108.33333333333334,3.362776882178529,0.1110103177675942,14,9.499928560143546,0.234336199051895
14T,Brazil_1,1,0,23,358.69565217391306,3,133.33333333333334,3.5111761176357303,0.1536564985782902,0,6.18031381801969,0.2123089167871276
14T,Vietnam_2,0,1,17,494.11764705882354,3,166.66666666666669,3.466429907874724,0.0679195500064052,0,7.509838436523889,0.20863395898165
14T,Mexico_3,1,0,18,467.5925925925927,3,166.66666666666669,3.210064483107182,0.0806799071933778,0,5.264156742791356,0.2108432192214809
14T,London_3,0,1,25,326.6666666666667,2,183.3333333333333,3.374085717731052,0.08766697658597,2,5.613435404919461,0.1847426914640714
14T,Italy_4,0,1,20,426.6666666666667,2,150.0,3.200068837588596,0.2337002590394451,0,6.276841241639048,0.1830813765176539
14T,France_1,1,0,15,582.2222222222223,2,100.0,3.0475100364294474,0.0787049437094477,0,5.233418877369838,0.1697159105327757
14T,France_3,1,0,27,309.8765432098766,2,175.0,2.8305932479673284,0.0959415146028084,0,6.438059625453279,0.1628567024530957
14T,Mexico_1,1,0,16,456.25000000000006,3,255.5555555555556,2.9078952175368022,0.0683159397665626,2,5.094562450211165,0.102352667696221
14T,Russia_3,0,1,22,388.6363636363636,2,175.0,2.955269825107304,0.0921554316995918,0,5.841315158527622,0.1696294083688566
14T,NYC_1,1,0,22,357.5757575757576,4,129.16666666666669,3.436238923530986,0.164843258829163,5,5.184597867784215,0.1778941847187885
14T,NYC_4,1,0,23,339.13043478260875,4,166.66666666666669,3.282365101307362,0.2253408968973608,4,6.011183057805084,0.1684746453550406
14T,Vietnam_1,0,1,17,488.2352941176471,4,183.3333333333333,2.897857913455448,0.0482721185014349,0,6.374213182995644,0.2068011167236094
14T,Sweden_4,1,0,18,475.925925925926,2,241.66666666666669,2.888590610591,0.0507080547713411,0,7.415027556310223,0.1758126362214503
14T,Russia_1,0,1,24,311.11111111111114,1,733.3333333333334,3.594203280706475,0.237836337761427,0,6.4237994974093215,0.1552288625254038
14T,India_1,1,0,18,455.55555555555554,2,441.6666666666667,3.5479145891526165,0.2386565247359083,0,5.789080120415938,0.1915928411700916
14T,Sweden_2,1,0,20,400.00000000000006,3,211.11111111111111,3.004390024205544,0.0607512573899863,0,6.302016345758981,0.1707388341845881
14T,India_3,0,1,22,318.18181818181824,3,222.22222222222223,2.992653071131269,0.0413071932585922,2,6.105583059082386,0.1926411681526697
14T,Singapore_1,0,1,20,418.33333333333337,3,155.55555555555557,3.064331349672877,0.0981253056927912,0,6.456986746580955,0.1803723166729102
14T,London_1,1,0,23,363.0434782608696,3,150.00000000000003,3.306675864266349,0.0676872624426174,0,5.160195253203206,0.183548651053909
14T,HongKong_3,0,1,17,514.7058823529412,2,275.0,3.025733637176784,0.0574350577068303,0,4.218355148445714,0.1336142367571201
14T,Singapore_3,0,1,22,378.7878787878788,2,158.33333333333334,3.191975735463073,0.0415346542102721,0,5.666749182816655,0.1936965068125618
14T,HongKong_1,1,0,21,341.26984126984127,4,245.8333333333333,3.013507871274595,0.02872399180505,0,7.157879016859875,0.2119296031427138
14T,Italy_1,1,0,20,364.1666666666667,4,287.5,2.820329143329469,0.1135653606499742,0,6.416994118991873,0.1876683612391452
14T,Brazil_3,0,1,28,257.73809523809524,4,162.5,3.463499606832781,0.1732348491990127,42,8.319411787225471,0.2977148077183211
15M,Mexico_3,1,0,25,316.6666666666667,1,150.0,4.776196059920276,0.0699830409405688,0,9.272030570069086,0.2196594856464465
15M,Russia_3,1,0,27,207.40740740740745,1,183.3333333333333,4.378529884445835,0.1518163184178893,10,8.650319441286644,0.2169165206707226
15M,India_3,1,0,19,385.9649122807018,3,144.44444444444446,4.538000311290023,0.0982130050957446,2,8.24916453930493,0.2173195285628311
15M,Sweden_2,1,0,29,229.8850574712644,3,111.11111111111111,4.162653274402048,0.1567202582817171,4,7.642341729660517,0.2701796864607472
15M,HongKong_1,1,0,24,269.44444444444446,5,153.33333333333334,4.244527375546093,0.1371408659748302,5,8.29776477368773,0.2217057062516272
15M,Sweden_4,1,0,27,236.4197530864197,4,158.33333333333334,3.9490479994933096,0.1161546679321799,3,6.629125485567636,0.2217010284744194
15M,Singapore_3,0,1,30,226.1111111111112,4,108.33333333333334,4.133151507001833,0.0853319588620018,3,6.059099185474111,0.1979459428647041
15M,Italy_1,0,1,19,267.54385964912285,5,253.3333333333333,4.9956435256116976,0.1717084169078213,5,11.512134954560496,0.1923206594074199
15M,Brazil_1,1,0,29,257.4712643678161,3,166.66666666666669,3.884082176315952,0.1183205718105872,0,8.250562279844312,0.1706674865108178
15M,Mexico_1,0,1,26,193.5897435897436,8,137.5,4.880223034460288,0.2822091085361831,3,9.676257630023136,0.1997018440919049
15M,Vietnam_1,1,0,23,308.69565217391306,4,116.66666666666669,4.1411622320855415,0.1950596094355912,3,8.894734949890243,0.2462531667096363
15M,Brazil_3,1,0,28,275.00000000000006,0,0.0,4.139022494879999,0.0859084637860299,2,8.404207942893454,0.2453755286274619
15M,HongKong_3,0,1,28,253.5714285714286,2,225.00000000000003,4.324902739448615,0.1023497362616742,4,8.51407696508621,0.2163570039312168
15M,Vietnam_2,1,0,29,262.0689655172414,1,133.33333333333334,4.016343621263732,0.0509616117600671,0,8.69634055650493,0.2205656790443451
15M,France_3,0,1,24,297.22222222222223,2,191.66666666666669,3.878831401624178,0.2269906742004319,2,9.41355148259487,0.1621167642134466
15M,Russia_1,1,0,28,250.00000000000003,4,116.66666666666669,4.1681017926219495,0.0788805612965948,5,8.786839670029348,0.1740747373795101
15M,London_3,1,0,19,411.40350877192986,1,300.0,3.4409420490264893,0.0519967397239563,0,6.357700333911391,0.1601545049441296
15M,London_1,0,1,20,318.33333333333337,3,600.0000000000001,4.4117837169852985,0.1089590381041516,13,7.11663558879445,0.2035527595558262
15M,NYC_1,1,0,28,262.50000000000006,3,127.7777777777778,4.399755447841985,0.0469879294286272,2,8.02729326984232,0.2056699149007192
15M,Singapore_1,1,0,26,307.0512820512821,1,116.66666666666669,4.1768490013109565,0.0995986953522611,1,8.476282246163807,0.2362022640916223
15M,NYC_4,0,1,17,389.2156862745098,5,163.33333333333334,4.195814385133631,0.2938035543698439,11,7.730617733949004,0.204384274327314
15M,France_1,1,0,28,275.59523809523813,0,0.0,4.026676979385504,0.0969579114070459,4,7.749450961546298,0.2105249659503154
15M,India_1,1,0,24,301.3888888888889,3,127.7777777777778,4.350111931458583,0.1562408786399568,2,7.578372636845478,0.1995961993561557
15M,Italy_4,1,0,31,167.20430107526883,4,254.16666666666669,4.088190494623399,0.1396912359468857,47,10.840611640559304,0.320624120385577
16Y,London_3,0,1,25,338.66666666666674,1,83.33333333333334,3.017199608587449,0.1572024427761138,0,5.041841107790045,0.1904188702263386
16Y,Italy_4,1,0,26,299.3589743589744,4,145.83333333333334,2.5475505334234154,0.0915074562444355,0,6.800593685439805,0.1507788130406422
16Y,Mexico_1,0,1,25,350.0,0,0.0,2.8017980425401747,0.0694106208143815,0,6.221408771247894,0.2388412219943043
16Y,India_3,1,0,25,326.6666666666667,2,175.0,3.1741458404435416,0.0853856819405192,0,4.67693689355745,0.1360643605935892
16Y,Russia_3,1,0,20,435.0,1,116.66666666666669,2.958313220256084,0.0450786226574271,0,5.562783858290992,0.214987808440046
16Y,Vietnam_2,1,0,22,358.33333333333337,2,125.0,3.08286713068873,0.0674168270277776,0,7.734066997836594,0.1824999584123093
16Y,Mexico_3,0,1,24,340.97222222222223,1,100.0,3.335627699551517,0.1337360000318313,0,6.230643749500756,0.174511877471753
16Y,Vietnam_1,0,1,25,331.33333333333337,1,83.33333333333334,2.8763110382650017,0.0560580953837055,0,6.723301747113225,0.257930418677762
16Y,Brazil_1,0,1,24,331.94444444444446,3,100.0,2.97047834018832,0.0623278440024902,0,7.285575111495225,0.2075531852223944
16Y,Sweden_4,1,0,19,421.9298245614035,2,100.0,2.9767238970884344,0.0296721807665077,6,5.213803018830222,0.1107698305320789
16Y,HongKong_3,1,0,23,353.6231884057971,2,91.66666666666669,2.90527876888413,0.0512740541273889,2,5.585807870977411,0.1608189963104336
16Y,London_1,1,0,22,394.69696969696975,1,83.33333333333334,2.9553680677237035,0.0543348017896714,0,7.209474349326117,0.2149417269581283
16Y,India_1,1,0,18,501.8518518518519,1,83.33333333333334,3.3463872273763022,0.1690409167249205,0,4.90851771681929,0.1774958478224287
16Y,Sweden_2,0,1,21,399.2063492063492,3,133.33333333333334,2.8518259790208607,0.0428551377237921,0,5.4787532240716335,0.1686098810364601
16Y,France_3,0,1,17,479.4117647058824,3,172.22222222222226,3.150933081702848,0.2830933106472892,0,6.4816876098135126,0.1522303826608485
16Y,France_1,0,1,23,370.2898550724638,1,100.0,2.8808390813243108,0.0391522341383204,0,5.97107138052506,0.1440524893627346
16Y,Italy_1,0,1,17,501.9607843137255,2,141.66666666666669,2.8518999499553668,0.0465771620497199,0,5.730867110453359,0.1834886266029936
16Y,Russia_1,0,1,20,430.83333333333337,2,108.33333333333334,2.744266366795875,0.1063868571403449,0,7.187271839423645,0.1709003677258511
16Y,Brazil_3,0,1,19,468.42105263157896,1,100.0,2.887851599491004,0.0380612032988558,0,7.106055703320615,0.1920648777524231
16Y,NYC_1,0,1,23,339.8550724637681,3,138.88888888888889,3.004349475140338,0.0568001464321325,0,6.203992077302131,0.1573625978610917
16Y,Singapore_1,0,1,21,418.2539682539683,0,0.0,2.845003971870435,0.1468678626318002,0,4.44564697529366,0.2428810253075389
16Y,Singapore_3,0,1,24,322.22222222222223,1,83.33333333333334,2.838251430705442,0.0495376496663388,0,6.310461289087709,0.172076025268152
16Y,NYC_4,0,1,22,386.3636363636364,0,0.0,2.7865329633072697,0.0650552757524743,0,4.168713736179879,0.1935866961288
16Y,HongKong_1,0,1,31,226.3440860215053,2,108.33333333333334,3.167731219775056,0.0824843427246997,24,9.10932384901073,0.2777660851385994
17O,Brazil_3,1,0,23,303.6231884057971,6,122.22222222222224,3.477679834469131,0.0313376747336134,24,7.778041182601137,0.2196369158388052
17O,France_1,1,0,24,284.02777777777777,7,228.57142857142856,3.430624765063089,0.049146049450053,30,6.155940649818344,0.2251648797574292
17O,Vietnam_1,0,1,25,306.00000000000006,4,129.16666666666669,3.101881107813876,0.0416055571293862,0,4.830526121450133,0.1777062460532463
17O,NYC_1,1,0,26,293.5897435897436,6,166.66666666666669,2.8992647585046094,0.0279217438515407,11,5.64071353774973,0.1848293610986301
17O,France_3,0,1,29,251.7241379310345,6,136.11111111111111,3.272515958243043,0.0823096255494553,11,5.94222986975386,0.2042107971076969
17O,NYC_4,1,0,26,271.7948717948718,6,183.3333333333333,2.7110782199435763,0.0255308543427591,0,9.27923218466694,0.2117112177715973
17O,Sweden_4,1,0,27,258.641975308642,5,223.3333333333333,3.037002477592196,0.0300663499291947,7,5.750141669698023,0.1892870082286039
17O,India_3,0,1,30,240.5555555555556,7,154.7619047619048,3.079920412675525,0.1024299694563433,31,6.621741353518368,0.261722745374816
17O,HongKong_3,1,0,23,287.6811594202899,9,159.25925925925927,2.9810956144986087,0.0704003552242182,2,7.818210316206153,0.187993905535526
17O,Mexico_1,1,0,26,264.7435897435898,8,143.75,3.1940968927347435,0.0534589779906062,2,5.3970989965672524,0.1445698565940813
17O,Russia_3,0,1,27,274.6913580246914,5,173.33333333333334,2.7262718298317528,0.0219154473027712,0,5.234065513998866,0.2159188330305349
17O,Singapore_3,1,0,27,243.8271604938272,8,185.41666666666669,2.8242714676202514,0.0218329375954028,0,6.440574646823214,0.1718204493724046
17O,London_3,0,1,12,269.44444444444446,4,1479.1666666666667,2.6748812928491708,0.0668357945281084,0,6.262254099549754,0.1748167629921434
17O,Vietnam_2,1,0,26,282.0512820512821,5,190.00000000000003,2.797546130984855,0.0327177715175234,0,6.184201727979914,0.1742807374244426
17O,Russia_1,1,0,29,230.45977011494256,6,213.8888888888889,3.0489573570046846,0.0179987199472274,29,5.94080484427282,0.2079416491342416
17O,Italy_1,1,0,21,325.3968253968254,6,277.77777777777777,3.0896675109863283,0.0645334410194432,5,7.583754312815747,0.2277537825567175
17O,Sweden_2,1,0,22,303.7878787878788,6,219.44444444444449,2.815251795206784,0.0205101989850769,5,5.887142070057122,0.2313217023615346
17O,Singapore_1,0,1,23,334.7826086956522,5,240.0,2.931247435595146,0.126967858620566,5,5.090166025369649,0.2004594475181651
17O,Italy_4,0,1,17,506.8627450980393,3,188.8888888888889,2.731155881628526,0.0180254684922276,0,3.593797950691092,0.1100783747872073
17O,London_1,1,0,30,245.5555555555556,2,166.66666666666669,2.637057431649088,0.0268925169426519,28,4.424852162680896,0.1868395580310915
