Participant,Stimuli,Attention,MW,NumFix,AvgFixDur,NumBlink,ClosedEyeDur,AvgPupDia,VarPupDia,OffStimFram,AvgSacAmp,AvgFixDisp,LastFixDur
6Y,Singapore_1,0,1,9,512.962962962963,0,0.0,3.0699185689290363,0.0326394401015033,0,3.5058171133393845,0.1276989710362445,366.6666666666667
6Y,HongKong_1,1,0,18,187.03703703703707,1,100.0,3.87355282708132,0.0430057480246667,1,11.050400066787926,0.2589254608251694,166.66666666666669
7Y,Mexico_1,1,0,10,240.0,2,116.66666666666669,4.491094863623903,0.0404419458690837,0,5.053590238023087,0.1729584404712568,466.6666666666667
7Y,Italy_4,1,0,14,255.95238095238096,4,120.83333333333334,4.168558944195399,0.0568773298499054,4,6.27265669415239,0.163101650623251,300.0
7Y,London_3,1,0,16,209.37500000000003,2,100.0,4.517752741424131,0.0812942559828365,10,5.231008249973778,0.2058870586512284,100.0
7Y,Italy_1,1,0,11,307.5757575757576,3,155.55555555555557,4.715902015344421,0.0566109606801931,20,5.073567240289831,0.2098327966739329,133.33333333333334
7Y,Russia_3,1,0,12,337.50000000000006,2,66.66666666666667,3.9708530386698615,0.0271716830481725,1,2.8086196252133524,0.1219217223539606,150.0
7Y,Singapore_3,1,0,14,270.23809523809524,0,0.0,4.728147410383128,0.0864536768167484,6,3.818544434278431,0.1585793981682842,116.66666666666669
7Y,Vietnam_1,0,1,16,211.4583333333333,2,91.66666666666669,4.473971726572637,0.0373099272272961,29,4.212261573727138,0.2687574306242009,83.33333333333334
7Y,HongKong_3,1,0,17,226.4705882352941,1,133.33333333333334,3.813970936669244,0.026830699904124,0,5.205093935901386,0.1788334412671343,250.00000000000003
7Y,HongKong_1,1,0,10,315.0,4,95.83333333333334,3.905655017398325,0.0625202220027631,2,10.036954063140904,0.2096471449234189,333.33333333333337
7Y,Russia_1,1,0,15,190.0,5,140.0,4.355555534362793,0.0745196295600822,6,6.213280485549961,0.1722906974263552,250.00000000000003
7Y,Brazil_1,1,0,13,285.8974358974359,2,100.0,4.068910195793904,0.0346086934176285,0,3.2316473875625427,0.1106861283807034,150.0
7Y,France_3,1,0,13,226.92307692307693,3,105.55555555555556,3.981899166446564,0.0678712524237108,3,4.828750302192376,0.1980672761497038,50.0
7Y,India_3,0,1,15,222.22222222222223,2,133.33333333333334,4.330023859588193,0.0435605696567846,2,4.817810681474846,0.245711354679865,150.0
7Y,Mexico_3,1,0,14,179.7619047619048,2,133.33333333333334,3.915655984573093,0.0624865507598041,0,4.19457304958626,0.1202220286194892,233.3333333333333
7Y,London_1,1,0,15,212.22222222222223,2,108.33333333333334,4.2099015738012096,0.0891109166749464,3,4.455092611970177,0.1574538595533008,300.0
7Y,Singapore_1,1,0,13,215.3846153846154,1,183.3333333333333,3.827388125382284,0.0642518515433111,1,6.40805007970144,0.2444056835278983,166.66666666666669
7Y,Sweden_4,0,1,15,187.7777777777778,0,0.0,4.655349629720052,0.0240663395272495,0,4.586557365749572,0.1335307190764116,566.6666666666667
7Y,France_1,1,0,8,368.75,8,110.41666666666669,4.685626319545484,0.0701819734625814,2,2.001908443796017,0.0626932608603497,266.6666666666667
7Y,India_1,1,0,13,228.20512820512823,4,137.5,4.421747900573502,0.0361018825411637,0,5.152124523742543,0.1463723169597076,183.3333333333333
7Y,NYC_4,1,0,13,265.3846153846154,2,133.33333333333334,3.8893763045190086,0.0426751273602111,0,3.182275226841224,0.152878962583333,383.33333333333337
7Y,Brazil_3,1,0,14,238.0952380952381,3,150.00000000000003,3.958026462131076,0.0945420157668657,4,5.1320680104686325,0.2274547071665295,50.0
7Y,Vietnam_2,1,0,13,289.7435897435898,2,183.3333333333333,4.109561014518463,0.1996699220521864,0,5.843020861575032,0.2117195239220937,716.6666666666667
7Y,Sweden_2,1,0,12,259.72222222222223,2,100.0,4.216670323085118,0.0675457619353872,0,9.45669092193401,0.1695821161067892,216.66666666666669
7Y,NYC_1,1,0,15,200.0,1,83.33333333333334,4.380499465473683,0.0383089534940175,1,8.344901285631567,0.207223326030096,116.66666666666669
8I,Brazil_1,1,0,9,511.1111111111111,0,0.0,3.7507965700283497,0.0242931076889232,0,6.917387872817555,0.1894189178926152,350.0
8I,Italy_4,1,0,8,439.58333333333337,3,277.77777777777777,4.028699462890625,0.1522241247479606,0,7.44065826809316,0.1134740034688454,183.3333333333333
