Participant,Stimuli,Attention,MW,NumFix,AvgFixDur,NumBlink,ClosedEyeDur,AvgPupDia,VarPupDia,OffStimFram,AvgSacAmp,AvgFixDisp,LastFixDur,NumFix_Sim,AvgFixDisp_Sim,AvgFixDur_Sim,CoveredArea,det,revdet,meanline,maxline,ent,relent,lam,tt,corm
1Y,India_3,0,1,58,246.55172413793107,8,127.08333333333334,4.413599718063273,0.1479236350708088,10,5.215752204467487,0.2034040693876864,350.0,25.0,354.69602697849604,571.9999999999999,0.27493125,58.58810450250139,50.83379655364091,1351.282051282051,3933.333333333333,4.363713275750192,0.3654343176171468,55.74506283662477,1592.307692307692,24.152306837131743
1Y,NYC_1,1,0,48,320.83333333333337,3,205.5555555555556,4.074196797372558,0.1897198631158418,5,4.651156178422469,0.2750638539107392,116.66666666666669,30.0,434.8953500447444,513.3333333333334,0.2522006944444444,40.799297321036455,28.5024154589372,1548.3333333333333,2633.333333333333,3.321928094887362,0.2923685194316401,37.9568884723524,1557.6923076923076,17.643595996972504
1Y,London_1,1,0,54,283.0246913580247,7,159.52380952380955,3.663789331119676,0.0581138558104454,2,4.257484392115401,0.2083950106211141,150.0,21.0,361.3527705298309,727.7777777777779,0.2804354166666666,51.125911830003176,28.86140183951792,1492.5925925925924,3266.666666666667,4.169925001442313,0.35722326686084,43.31695331695333,1506.8376068376067,15.479716831529124
1Y,Brazil_3,0,1,56,247.91666666666669,6,180.5555555555556,4.026872185298375,0.0706681712924175,13,7.571338629149325,0.2609018386796363,266.6666666666667,30.0,428.568932163091,462.7777777777777,0.3545784722222222,13.9186295503212,15.346181299072096,812.4999999999999,1033.3333333333333,1.5,0.1498248073513863,13.630259623992837,1014.9999999999998,28.17078710012329
1Y,India_1,0,1,51,316.33986928104576,4,129.16666666666669,4.322289124323724,0.0829057967431561,17,4.653381535332456,0.2476881709308873,366.6666666666667,28.0,365.7850568611445,576.1904761904761,0.2942659722222222,73.11787072243348,56.4638783269962,1885.294117647059,4366.666666666667,4.08746284125034,0.3380307214890182,50.16675931072818,2314.1025641025635,9.567300380228138
1Y,Mexico_3,0,1,60,235.5555555555556,11,118.1818181818182,4.4950431658472825,0.1395612575304809,9,5.025798983449211,0.2207252302942014,166.66666666666669,31.0,379.1590794966434,455.9139784946236,0.3582784722222222,23.41170585292647,19.659829914957484,1300.0,1900.0,2.584962500721156,0.2373479716498245,34.24657534246575,1120.6896551724135,26.615850298030377
1Y,Italy_1,0,1,55,266.6666666666667,2,550.0,4.536241243823525,0.1174686811332956,36,5.661478231839572,0.2369441778890257,183.3333333333333,32.0,334.0804323937785,458.33333333333337,0.3625715277777778,22.447795823665896,15.081206496519725,1075.0,1683.3333333333333,2.2516291673878226,0.2101135765597525,15.130568356374804,1313.333333333333,21.966572140586063
1Y,NYC_4,0,1,48,271.87500000000006,5,280.0,4.234521076002345,0.2028645412820614,66,4.223134672948306,0.2650054949522892,16.666666666666668,20.0,380.2346246995117,652.5000000000002,0.2523465277777778,44.00185270958777,29.272811486799444,1759.2592592592591,2499.9999999999995,3.1699250014423126,0.2808440715186772,42.980965329707686,1756.25,11.525233313295162
1Y,HongKong_1,0,1,44,348.1060606060606,5,170.00000000000003,3.947171636213336,0.0841706526603376,9,6.212428107892021,0.221032748523312,316.6666666666667,31.0,392.7816087999205,494.0860215053765,0.3039,15.113122171945705,12.036199095022626,927.7777777777776,1150.0,1.584962500721156,0.1559056733436359,13.66106719367589,1024.074074074074,22.704409133957704
1Y,Singapore_1,1,0,47,349.290780141844,1,166.66666666666669,4.349854413966677,0.1285668028016187,0,4.969273977255312,0.14725551472138,266.6666666666667,22.0,326.78396773369553,746.2121212121212,0.2217840277777777,62.65105038111172,57.68730247257855,2553.030303030303,7916.666666666666,4.459431618637296,0.3443444878748911,64.47988686360779,2791.496598639456,21.91533903990559
