Participant,Stimuli,Attention,MW,NumFix,AvgFixDur,NumBlink,ClosedEyeDur,AvgPupDia,VarPupDia,OffStimFram,AvgSacAmp,AvgFixDisp,LastFixDur,NumFix_Sim,AvgFixDisp_Sim,AvgFixDur_Sim,CoveredArea,det,revdet,meanline,maxline,ent,relent,lam,tt,corm
1Y,Singapore_3,0,1,71,274.6478873239437,8,135.41666666666669,3.579457812242105,0.0696094277609266,6,5.562707003864244,0.1859342668536784,33.333333333333336,42.0,309.8893642736155,464.2857142857143,0.3952131944444444,37.22149410222805,20.28178243774574,1577.7777777777776,3416.6666666666665,3.41829583405449,0.291217410590501,36.13216485078163,1452.857142857143,24.03763340198465
1Y,London_3,0,1,55,364.2424242424243,5,156.66666666666669,4.151639226893653,0.1996930842667457,0,4.892405464745217,0.2106454208091741,283.33333333333337,32.0,286.8853498097416,626.0416666666666,0.3204215277777777,34.56880733944954,19.41284403669725,1427.272727272727,2650.0,3.4594316186372978,0.3042266290568903,23.338426279602743,1454.7619047619046,27.697587495752643
1Y,Russia_3,0,1,45,444.0740740740741,7,164.28571428571428,4.104261761556104,0.0983066680838901,31,3.880319388579997,0.2068676213281053,66.66666666666667,27.0,341.361390559008,740.1234567901234,0.2508555555555555,62.578359225947146,35.65004088307441,2943.589743589744,6600.0,3.700439718141093,0.2916480510871575,50.83196384552178,3436.805555555555,18.422780544612102
1Y,France_3,1,0,59,353.1073446327684,1,216.66666666666669,3.824055962052817,0.0975267910568083,18,5.225243917807852,0.238993160473045,866.6666666666667,34.0,303.55884541942714,612.7450980392157,0.3209631944444444,42.81263907432131,27.01379617267467,1781.481481481481,3600.0,3.1699250014423126,0.2683334403547053,28.8818987703746,1530.3030303030298,10.73155011279407
1Y,Brazil_1,0,1,62,277.95698924731187,11,150.00000000000003,4.151488895553479,0.2257980854975663,15,4.567404805139123,0.2014923983960681,316.6666666666667,32.0,298.2027093180452,538.5416666666669,0.2831493055555555,61.87419768934533,53.60718870346597,1912.698412698413,4416.666666666666,4.297079327540664,0.3548837012178806,54.41265976871575,1943.4782608695648,10.88490919421705
1Y,Vietnam_2,0,1,64,304.1666666666667,6,141.66666666666669,4.002830642552461,0.1187100643529545,18,6.74075109399702,0.2413406942497742,116.66666666666669,39.0,383.1481980008927,499.1452991452991,0.3487277777777778,17.59223300970874,27.57281553398058,1258.3333333333333,3066.6666666666665,2.584962500721156,0.2231882076316247,15.001335826876836,985.0877192982456,27.878563723223923
2U,Sweden_4,1,0,71,246.2441314553991,9,101.85185185185186,3.372690507414944,0.159039518941021,79,6.666386510532965,0.3032560976021635,116.66666666666669,40.0,508.6647559664237,437.0833333333335,0.3979486111111111,21.865443425076453,4.051987767584098,1191.6666666666663,1433.333333333333,2.0,0.1907641251038121,15.782774713619006,953.8461538461536,15.780908693752732
2U,India_3,1,0,74,244.81981981981983,7,161.90476190476193,3.00842751040846,0.172144471436162,50,4.637160996249847,0.2195687092474955,16.666666666666668,28.0,382.4636979930063,647.0238095238093,0.3551576388888889,44.55671447196872,21.64276401564537,1265.7407407407409,5433.333333333333,4.058813890331202,0.327129631386382,37.14801444043321,1118.478260869565,20.807361897447805
2U,Mexico_1,0,1,74,249.5495495495496,10,146.66666666666669,3.2478645204987573,0.184287467231173,42,5.510545310412926,0.2629021939520262,366.6666666666667,33.0,480.8020949523232,559.5959595959594,0.3932638888888889,38.14133591481124,31.590835753468863,1158.8235294117646,2150.0,4.08746284125034,0.3692561895242374,38.05562158307583,1442.3423423423424,27.11701079004717
2U,France_1,1,0,59,309.88700564971754,13,110.25641025641026,4.225554868008228,0.483748238809225,10,6.50116305996714,0.2543732547051872,333.33333333333337,37.0,406.58706469119335,494.1441441441441,0.40471875,5.530371713508613,14.233907524932004,1016.6666666666664,1016.6666666666664,0.0,0.0,5.363636363636363,983.3333333333331,17.413324162941194
2U,Mexico_3,1,0,76,232.8947368421053,5,123.33333333333334,3.37342139549229,0.3349233987014141,67,4.969093975095981,0.3267292642309998,16.666666666666668,29.0,552.0554371918672,610.344827586207,0.3449069444444444,57.42608695652175,28.695652173913043,1310.3174603174602,3933.333333333333,4.392317422778759,0.3678297401139669,41.74498348996698,1336.1788617886175,14.23026086956522
2U,Vietnam_2,0,1,70,278.33333333333337,11,106.06060606060606,3.892147676709672,0.4480043927362913,10,5.883922937561802,0.2355893176812273,416.6666666666667,33.0,391.7317643639066,590.4040404040405,0.3694381944444444,44.80162767039675,44.25228891149543,1595.6521739130435,3733.333333333333,4.349648912578751,0.3665683005100302,52.99967126890204,1821.7514124293784,18.178601441903663
2U,Singapore_3,0,1,62,281.989247311828,12,131.94444444444446,3.075865065914461,0.4365744566631012,46,4.951495229824367,0.2922694950528013,266.6666666666667,28.0,415.447911731432,624.404761904762,0.2976131944444444,49.51590594744121,46.40387275242047,1835.897435897436,4916.666666666666,3.700439718141093,0.3017522633663218,43.21238264399899,1720.20202020202,9.052105298959251
2U,Italy_1,1,0,70,269.7619047619048,7,145.23809523809524,3.344874912429672,0.1531449040304772,82,5.433635844251721,0.3290918530224598,200.0,42.0,487.65585080662976,449.6031746031744,0.3983263888888889,,,,,,,10.667251975417036,1157.142857142857,9.318397569774062
2U,London_3,1,0,45,323.7037037037037,10,273.33333333333337,3.284215615012429,0.5339484221038734,81,6.562917108472079,0.1920816538002442,133.33333333333334,26.0,377.7374439162579,560.2564102564103,0.2269729166666666,86.572265625,86.16536458333331,3166.0714285714284,11533.333333333332,4.807354922057604,0.3562746271704801,77.42234254773439,3696.258503401361,12.466708096590908
2U,Sweden_2,1,0,69,240.82125603864736,9,188.8888888888889,3.6242677771526832,0.6234753954485933,87,6.4966259005062295,0.3249714744918787,200.0,34.0,610.8310453660313,488.72549019607845,0.3953826388888889,16.199376947040495,8.177570093457941,866.6666666666665,1166.6666666666663,2.0,0.1963298186170848,21.350284962735635,1082.222222222222,12.97416162726773
2U,HongKong_1,1,0,70,264.7619047619048,10,115.0,3.348724290226283,0.2384679466602092,37,5.426045540239741,0.2750113179153904,16.666666666666668,36.0,449.033729450592,514.814814814815,0.3892118055555555,29.961089494163428,16.908383445348424,1411.6666666666663,2533.3333333333326,3.321928094887362,0.2938133884588271,33.56181772023356,1519.5402298850574,12.6400188656998
2U,Brazil_1,1,0,64,280.20833333333337,7,173.80952380952382,3.140069785959186,0.1466234720706694,39,5.510912007292184,0.2788511552042217,183.3333333333333,30.0,410.8640301933145,597.7777777777776,0.3233944444444444,52.64203416765991,30.90981326976559,1577.380952380952,3200.0,3.664497779200461,0.3147273234921044,42.36014472585583,1636.559139784946,11.370931633148556
2U,France_3,0,1,61,258.1967213114754,7,292.85714285714283,3.109883330196867,0.3404327084604083,39,6.498573560995252,0.2690946048574056,233.3333333333333,33.0,449.9044976956309,477.2727272727273,0.3856465277777778,25.18891687657431,15.113350125944583,1333.3333333333337,2566.666666666667,2.321928094887362,0.2050246265408738,22.66087643110936,1594.4444444444446,18.44353484466835
2U,India_1,0,1,65,280.0,13,132.05128205128204,3.469933535973575,0.2524291367311719,11,5.5017449742138105,0.2378455325528972,133.33333333333334,33.0,406.1961773480869,551.5151515151515,0.2933833333333333,57.41362763915548,43.35412667946257,1812.878787878788,5500.0,4.277613436819116,0.3442760097480967,52.328897338403046,1911.4583333333333,20.008097408829176
2U,Russia_1,1,0,43,398.4496124031008,8,189.5833333333333,3.006120814769753,0.3543532342956745,11,3.4761447123423337,0.206832254085984,500.00000000000006,14.0,427.4372256041897,1223.8095238095236,0.2020388888888888,85.38812785388127,62.4764974482944,3116.666666666666,9749.999999999998,4.08746284125034,0.3084635844093242,68.48031993264576,2711.2499999999995,6.346008723123953
2U,London_1,0,1,66,277.27272727272725,9,127.77777777777776,3.380944046741989,0.3233148521829944,43,4.821457004099128,0.2204731680153474,583.3333333333334,27.0,362.5145298945329,677.7777777777778,0.2672423611111111,37.593360995850624,35.10373443983402,1208.0,2366.666666666666,4.323856189774723,0.3857819589315667,49.264954376478535,1313.288288288288,14.299074369613791
2U,NYC_1,0,1,65,261.7948717948718,13,137.17948717948718,3.695711698146225,0.3756303517935358,48,6.593839229610934,0.2851173115364628,266.6666666666667,37.0,449.1288968497056,459.90990990990974,0.4546347222222222,43.20474777448072,23.442136498516323,1213.3333333333333,1866.6666666666663,3.121928094887363,0.2873254912577431,33.96156688839616,1701.8518518518515,18.230712166172108
2U,NYC_4,1,0,63,250.26455026455028,16,196.875,3.289535931700491,0.1899204243069619,31,5.444510462602866,0.2357511178883426,66.66666666666667,32.0,378.3293246568102,492.70833333333337,0.3383576388888888,24.49244060475161,8.682505399568035,1049.9999999999998,1966.6666666666663,3.1699250014423126,0.289734218574932,31.248083409996937,1171.264367816092,21.355117397059857
2U,Italy_4,1,0,56,281.5476190476191,11,290.90909090909093,3.2645106838880773,0.1919698864943651,17,6.102454573572802,0.241565884507642,250.00000000000003,32.0,399.5996077704021,492.7083333333333,0.3549944444444444,51.3758272378962,36.39846743295019,3072.9166666666665,5283.333333333334,3.0,0.2425818544113275,46.37149593921929,2809.5238095238096,16.925366517843006
2U,Brazil_3,1,0,61,310.9289617486339,9,218.51851851851853,2.985195126740829,0.291202004428959,13,5.787647522618092,0.2427224443999804,150.0,31.0,361.3453654513629,611.8279569892472,0.37818125,54.241842610364685,33.93474088291747,1962.5,3750.0,3.584962500721157,0.3019604867652753,39.513759016831415,1896.153846153846,11.955854126679462
2U,Russia_3,0,1,62,250.8064516129033,8,300.0,3.059687713393592,0.2482837606460491,37,5.504610137415873,0.2290244418476225,166.66666666666669,26.0,369.5478427232004,598.0769230769229,0.3084222222222222,50.49980007996802,30.627748900439823,1002.3809523809524,2050.0,4.297079327540664,0.3906185660899409,41.1327897495632,1148.3739837398373,18.86261888687148
2U,HongKong_3,0,1,70,248.33333333333337,10,133.33333333333334,3.3304659869219804,0.2013315741798448,14,6.984562827001836,0.2733979842725937,366.6666666666667,38.0,489.772833223469,457.4561403508774,0.4098875,26.5426497277677,13.11252268602541,1392.857142857143,2333.333333333333,2.807354922057604,0.2509354456889878,28.85740683708039,1077.0114942528735,23.26797127751913
2U,Singapore_1,0,1,72,261.80555555555554,11,136.36363636363637,3.567080738541063,0.2901857318235424,19,5.1220427731154325,0.2779662919122097,133.33333333333334,38.0,426.4279069211341,496.05263157894746,0.3109555555555555,52.99721189591078,45.701672862453535,1118.137254901961,2233.333333333333,4.82996615001024,0.434180145539534,51.46274149034039,1294.9074074074074,15.424891355568356
2U,Vietnam_1,1,0,71,268.07511737089203,5,96.66666666666669,3.753753704231636,0.2026975168499214,62,7.056050573036796,0.2314551103225656,350.0,42.0,403.182680221944,453.1746031746033,0.31688125,46.33926965281527,40.34898363014931,1533.3333333333337,3383.333333333333,4.4946803684089085,0.3833807441349133,57.81226682584689,1768.9497716894975,15.627939249094135
3S,Sweden_2,1,0,72,235.41666666666663,14,117.85714285714288,2.893140086627215,0.1454308720359139,53,5.957832931077218,0.2794171530977535,300.0,44.0,471.5333893052888,385.2272727272728,0.4481013888888889,35.799522673031035,16.070007955449483,1071.428571428571,2000.0,2.807354922057604,0.2560272553233492,17.612137203166228,1026.923076923077,11.790872522325682
3S,Russia_1,1,0,68,240.9313725490196,18,183.33333333333337,2.5760505047408087,0.0346983828897673,9,7.72129129007994,0.2708799669247499,166.66666666666669,39.0,453.8136430207934,420.0854700854701,0.4164673611111111,34.380692167577415,23.8615664845173,1398.148148148148,2716.666666666667,3.1699250014423126,0.2778907511999445,40.64171122994652,1485.057471264368,9.546529646847723
3S,Singapore_3,1,0,60,303.61111111111114,15,160.0,2.562801290073238,0.0201112805112923,11,5.388245162630927,0.24317855073561,250.00000000000003,25.0,399.1025254375461,728.6666666666664,0.3386194444444444,67.3738680465718,57.82664941785252,3616.6666666666665,8883.333333333332,3.584962500721157,0.2733123586793994,57.70471964501815,2889.8989898989894,9.805950840879689
3S,France_3,0,1,69,248.06763285024155,20,143.33333333333334,2.634971258665692,0.0320210002787193,14,4.942816172917065,0.2276098069973174,50.0,36.0,318.6128797622117,475.4629629629629,0.3519576388888888,48.01110083256245,41.13475177304964,1128.2608695652175,2316.666666666666,4.2626923908396215,0.3813734978024354,38.37236533957846,1300.3968253968253,14.573470461264987
3S,HongKong_1,1,0,60,303.0555555555556,19,142.10526315789474,2.620469208223274,0.0141311943280637,12,4.330607966135905,0.2294095822741726,50.0,30.0,370.5703411652592,606.1111111111109,0.2544548611111111,87.73901958511995,74.40027813188087,3235.470085470085,14683.333333333332,5.285402218862246,0.3818437376004265,78.8477366255144,3233.755274261603,13.018182675290852
3S,London_1,1,0,58,251.1494252873564,31,152.1505376344086,2.555482213786755,0.0298910772698639,10,7.313819890711318,0.2209399833408627,116.66666666666669,36.0,357.97439595614964,404.6296296296296,0.3487041666666666,18.636564851704296,6.595838866755202,1754.1666666666663,2883.333333333333,2.0,0.1740186429353205,23.84296201723588,1778.571428571429,19.13360204406546
3S,Mexico_1,1,0,65,266.15384615384613,20,146.66666666666669,2.545338516935296,0.0282041675519629,7,4.714907154036763,0.1907605851470162,250.00000000000003,28.0,363.6498486685832,617.8571428571429,0.3472798611111111,45.78408195429471,27.2655634357762,1291.1111111111109,2400.0,3.773557262275186,0.3360780356872402,33.92058165548099,1263.5416666666663,13.654329196217494
3S,Vietnam_2,1,0,67,256.9651741293533,19,128.94736842105263,2.8583650959071827,0.0548613605644699,75,5.740521657140273,0.3128943078495701,150.0,43.0,524.962000365357,400.3875968992247,0.4062604166666667,38.065843621399175,14.677640603566529,1321.428571428571,2500.0,2.807354922057604,0.2487216530832501,15.696507426736254,1184.848484848485,13.327721661054994
3S,Russia_3,0,1,61,262.568306010929,24,171.5277777777778,2.841699860451884,0.08870179436165,11,6.6934346576655,0.2348974117529355,1200.0,33.0,347.3397219897281,485.35353535353545,0.3909368055555555,17.316017316017316,10.966810966810968,1333.3333333333333,1733.333333333333,1.584962500721156,0.1473218735452583,16.297400937366856,1062.5,22.77657527657528
3S,HongKong_3,1,0,67,247.7611940298508,20,175.00000000000003,2.7329516821250857,0.0368494752459812,11,4.744096157400048,0.2515438987082582,83.33333333333334,36.0,399.5100211795527,461.11111111111103,0.3969673611111111,52.53535701966195,33.94273887547429,1493.137254901961,3450.0,3.96981578242681,0.3378002449939535,48.4852374839538,1498.809523809524,11.332538911014243
3S,Singapore_1,1,0,66,261.3636363636364,16,192.7083333333333,2.527196622534273,0.040112531762849,8,6.765767272669723,0.2503325539796707,483.33333333333337,45.0,400.0325128238284,383.33333333333326,0.4124458333333333,16.185696361355085,,1433.3333333333333,2250.0,1.584962500721156,0.1423397242333074,17.93457588436668,1309.722222222222,28.557089084065247
3S,India_1,0,1,61,240.98360655737707,27,153.7037037037037,2.7646495686914534,0.044039751835494,6,7.471722009153058,0.1989055804024603,16.666666666666668,42.0,348.22033199455075,350.00000000000006,0.3259013888888888,24.788835842820426,17.370547190598604,1125.0,1383.3333333333333,3.321928094887362,0.3184091990464457,27.79472954230236,1192.857142857143,25.59431999020688
3S,Mexico_3,0,1,67,245.52238805970148,24,151.38888888888889,2.733151759699301,0.0562128930526492,15,7.502546091160298,0.2201250329800202,333.33333333333337,42.0,365.829003830636,391.6666666666666,0.3768201388888889,20.06459426725878,4.440855874041179,1380.5555555555554,2433.333333333333,2.584962500721156,0.2298127417764713,23.09468822170901,1333.3333333333337,19.854173548158208
3S,Vietnam_1,0,1,64,252.60416666666669,20,172.50000000000003,2.859630647645817,0.0521200787079882,13,7.386909167486832,0.2174500198442367,250.00000000000003,41.0,377.8504344057022,394.3089430894309,0.3950173611111111,14.163457424047929,15.06204535729568,919.4444444444443,1333.3333333333333,2.584962500721156,0.2490392496274744,25.158754157846992,1066.6666666666663,26.59833866509092
3S,NYC_4,1,0,66,233.5858585858586,25,162.66666666666669,2.691866191750827,0.0522897830110754,12,8.88122679768363,0.2416726093665702,216.66666666666669,43.0,378.3048906765924,358.5271317829457,0.4163006944444444,7.1328671328671325,11.282051282051285,849.9999999999999,983.3333333333331,1.584962500721156,0.1594518635163813,8.534201954397394,1091.6666666666663,26.798637260175724
3S,Italy_1,0,1,68,218.87254901960785,29,170.11494252873564,2.5955763851918503,0.0231919408877174,9,5.891828594030359,0.2446198783692341,166.66666666666669,41.0,374.16280201316016,363.00813008130086,0.4306784722222222,39.64409293129017,37.9634206623826,1336.6666666666663,2116.666666666666,3.321928094887362,0.3007114311995985,36.64266117969821,1369.8717948717945,11.903409300506858
3S,Sweden_4,0,1,60,261.94444444444446,26,162.17948717948718,2.660697267981949,0.0480675835690976,2,6.497094991623026,0.172906871814098,183.3333333333333,42.0,266.57321422176705,374.2063492063492,0.3097888888888889,15.68694463431305,18.010936431989062,1092.857142857143,1300.0,2.807354922057604,0.271420720780903,24.166451279400363,1298.611111111111,20.92982842313797
3S,Italy_4,0,1,59,249.4350282485876,29,166.66666666666669,2.6651976602785226,0.0465816157823456,17,7.051804136061947,0.1970862514508433,83.33333333333334,42.0,298.9468358131596,350.39682539682536,0.3535861111111111,25.806451612903224,26.778080062184223,1106.6666666666663,1549.9999999999998,3.321928094887362,0.3134745711097133,25.73784722222221,1022.413793103448,29.88796118846912
3S,Brazil_1,0,1,58,231.896551724138,36,182.8703703703704,2.5690723502117656,0.0210499553349803,0,8.697361793464164,0.2123222527339969,316.6666666666667,44.0,314.2423950748264,305.6818181818182,0.3722229166666667,6.947608200455581,7.858769931662871,1016.6666666666664,1216.6666666666663,1.0,0.097584472202568,15.52867733125244,1326.6666666666663,31.637893138312755
3S,India_3,1,0,67,243.7810945273632,24,184.0277777777778,2.6062704960634813,0.0595071483312609,12,6.219202263237628,0.2258348515533886,216.66666666666669,43.0,345.166312837973,379.84496124030994,0.3704354166666667,36.03717786227293,23.954372623574148,1093.5897435897436,1450.0,3.54659356429494,0.3377437356903219,34.22467881685092,1123.0392156862745,13.67669086300265
3S,France_1,0,1,59,272.316384180791,22,193.939393939394,2.780671276194296,0.1017266905983829,5,5.666955466673922,0.1918621303856539,200.0,32.0,323.8999398354338,502.0833333333334,0.3350979166666666,29.02173913043478,16.594202898550726,1213.6363636363635,2266.6666666666665,3.095795255000934,0.2777564195852895,32.82760472610096,1358.333333333333,19.12606196901549
3S,NYC_1,0,1,59,233.3333333333333,32,169.27083333333334,2.528340318467882,0.0308442305941508,11,8.030791179553692,0.2261346624226809,366.6666666666667,40.0,366.9649700725087,344.16666666666674,0.3807881944444444,20.264550264550262,16.50793650793651,911.9047619047616,1100.0,2.807354922057604,0.2779015722766842,23.287923416789404,1054.1666666666667,25.14960773581464
3S,Brazil_3,1,0,64,254.4270833333333,23,146.3768115942029,2.4253706702890323,0.0194719566510636,6,6.221057168660448,0.2513428187693926,150.0,31.0,457.9153129331806,525.2688172043011,0.4395472222222222,8.989805375347542,8.2483781278962,808.3333333333331,883.3333333333333,1.0,0.1021953609610833,10.992217898832685,1255.5555555555554,17.292613678155845
3S,London_3,0,1,64,243.4895833333333,17,138.23529411764707,2.5011944884345647,0.0349929209546368,79,7.651104856688885,0.3157643407385601,66.66666666666667,39.0,560.2467540328311,399.5726495726494,0.3719840277777778,35.90886577513621,17.434373452204063,1510.4166666666663,3900.0,3.0,0.2514903224421042,29.807041299932287,1544.736842105263,15.938268984331392
4M,Singapore_1,1,0,76,217.54385964912285,4,154.16666666666669,4.33255810908378,0.1144671837130191,69,7.651475397166914,0.2896068802350753,133.33333333333334,43.0,474.39400030949696,384.4961240310077,0.4482736111111111,24.912456228114053,21.31065532766383,1383.333333333333,2216.6666666666665,2.584962500721156,0.2325960906787825,27.38214643931796,1186.9565217391305,19.973986993496748
4M,Brazil_3,1,0,62,275.5376344086022,4,245.8333333333333,3.943585569147478,0.1023924340841243,9,5.653835734438538,0.2229864636100106,133.33333333333334,29.0,423.6561870963421,589.0804597701148,0.2988951388888889,53.4102833158447,44.47009443861489,1696.6666666666663,3616.666666666666,4.453660689688183,0.3767887792542969,56.74438687392055,1991.212121212121,17.0103039581649
4M,Mexico_1,1,0,65,234.3589743589744,7,221.42857142857144,4.12437951947688,0.6666242750801704,5,5.5598477462309575,0.2054500546717222,100.0,31.0,367.50667105226745,491.3978494623655,0.2752618055555555,40.53084648493543,34.76805356288857,1345.238095238095,2166.6666666666665,4.297079327540664,0.3878022017641482,48.439952904238616,1348.9071038251363,16.731677427068387
4M,India_1,1,0,54,254.62962962962968,8,322.9166666666667,4.547313328793174,0.2766630625159515,81,5.462422947066665,0.184438313693356,466.6666666666667,31.0,311.3318165319018,443.54838709677415,0.2809104166666666,29.24157303370787,25.87078651685393,1334.6153846153843,2750.0,3.700439718141093,0.3238984455781206,41.094640820980615,1501.6666666666663,32.54186983252067
4M,India_3,1,0,58,252.29885057471265,12,261.11111111111114,4.054826098725996,0.1498764062497991,36,5.758434111600058,0.1816089021482502,83.33333333333334,35.0,282.34469065877,418.0952380952381,0.3055076388888889,29.775280898876403,17.656500802568218,1124.242424242424,2399.9999999999995,3.4594316186372978,0.3081015874885557,34.34718100890208,1134.8039215686276,20.796372954859056
